Gene,Antibody id,Cell line,Location,Label,Gene name,Reliability,Main location,Additional location,Extracellular location,Enhanced,Supported,Approved,Uncertain,Single-cell variation intensity,Single-cell variation spatial,Cell cycle dependency,GO id,ID,Url,Single-cell variation
ENSG00000147140,HPA054559,U-2 OS,nucleoplasm;nucleoli fibrillar center,0;3,NONO,Enhanced,Nucleoplasm,Nuclear speckles;Nucleoli fibrillar center,,Nucleoli fibrillar center;Nucleoplasm,Nuclear speckles,,,Nucleoli fibrillar center,,,nuclear speckles;nucleoli;nucleoplasm,1883_B11_32,1883_B11_31;1883_B11_32,True
ENSG00000147180,HPA030654,HEK 293,nucleoplasm,0,ZNF711,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,nucleoplasm,1639_E3_2,1639_E3_2;1639_E3_4,True
ENSG00000147180,HPA030654,HEK 293,nucleoplasm,0,ZNF711,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,nucleoplasm,1639_E3_4,1639_E3_2;1639_E3_4,True
ENSG00000147256,HPA002064,U-2 OS,nucleoplasm;vesicles,0;17,ARHGAP36,Approved,Nucleoplasm,Plasma membrane;Vesicles,,,,Nucleoplasm;Plasma membrane;Vesicles,,Nucleoplasm;Vesicles,,,nucleoplasm;plasma membrane;vesicles,56_E1_1,56_E1_1;56_E1_2,True
ENSG00000147256,HPA002064,U-2 OS,nucleoplasm;vesicles,0;17,ARHGAP36,Approved,Nucleoplasm,Plasma membrane;Vesicles,,,,Nucleoplasm;Plasma membrane;Vesicles,,Nucleoplasm;Vesicles,,,nucleoplasm;plasma membrane;vesicles,56_E1_2,56_E1_1;56_E1_2,True
ENSG00000147256,HPA002064,U-251 MG,nucleoplasm,0,ARHGAP36,Approved,Nucleoplasm,Plasma membrane;Vesicles,,,,Nucleoplasm;Plasma membrane;Vesicles,,Nucleoplasm,,,nucleoplasm;plasma membrane;vesicles,58_E1_1,58_E1_1;58_E1_2,True
ENSG00000147256,HPA002064,U-251 MG,nucleoplasm,0,ARHGAP36,Approved,Nucleoplasm,Plasma membrane;Vesicles,,,,Nucleoplasm;Plasma membrane;Vesicles,,Nucleoplasm,,,nucleoplasm;plasma membrane;vesicles,58_E1_2,58_E1_1;58_E1_2,True
ENSG00000147256,HPA002064,SH-SY5Y,nucleoplasm;plasma membrane,0;13,ARHGAP36,Approved,Nucleoplasm,Plasma membrane;Vesicles,,,,Nucleoplasm;Plasma membrane;Vesicles,,Nucleoplasm;Plasma membrane,,,nucleoplasm;plasma membrane;vesicles,1222_F6_3,1222_F6_3;1222_F6_5,True
ENSG00000147256,HPA002064,SH-SY5Y,nucleoplasm;plasma membrane,0;13,ARHGAP36,Approved,Nucleoplasm,Plasma membrane;Vesicles,,,,Nucleoplasm;Plasma membrane;Vesicles,,Nucleoplasm;Plasma membrane,,,nucleoplasm;plasma membrane;vesicles,1222_F6_5,1222_F6_3;1222_F6_5,True
ENSG00000147383,HPA000571,U-2 OS,endoplasmic reticulum;lipid droplets,6;17,NSDHL,Enhanced,Endoplasmic reticulum,Lipid droplets,,Endoplasmic reticulum;Lipid droplets,,,,Endoplasmic reticulum,,,endoplasmic reticulum;vesicles,23_C4_1,23_C4_1;23_C4_2,True
ENSG00000147383,HPA000571,U-2 OS,endoplasmic reticulum;lipid droplets,6;17,NSDHL,Enhanced,Endoplasmic reticulum,Lipid droplets,,Endoplasmic reticulum;Lipid droplets,,,,Endoplasmic reticulum,,,endoplasmic reticulum;vesicles,23_C4_2,23_C4_1;23_C4_2,True
ENSG00000147421,HPA055855,U-2 OS,nucleoplasm;nuclear bodies,0;5,HMBOX1,Supported,Nucleoplasm,Cytosol;Nuclear bodies,,,Cytosol;Nuclear bodies;Nucleoplasm,,,Nuclear bodies,,,cytosol;nucleoplasm,874_G11_2,874_G11_2;874_G11_6,True
ENSG00000147421,HPA055855,U-2 OS,nucleoplasm;nuclear bodies,0;5,HMBOX1,Supported,Nucleoplasm,Cytosol;Nuclear bodies,,,Cytosol;Nuclear bodies;Nucleoplasm,,,Nuclear bodies,,,cytosol;nucleoplasm,874_G11_6,874_G11_2;874_G11_6,True
ENSG00000147421,HPA058586,U-2 OS,nucleoplasm;nuclear bodies;cytosol,0;5;16,HMBOX1,Supported,Nucleoplasm,Cytosol;Nuclear bodies,,,Cytosol;Nuclear bodies;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1105_C8_2,1105_C8_2;1105_C8_4,True
ENSG00000147421,HPA058586,U-2 OS,nucleoplasm;nuclear bodies;cytosol,0;5;16,HMBOX1,Supported,Nucleoplasm,Cytosol;Nuclear bodies,,,Cytosol;Nuclear bodies;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1105_C8_4,1105_C8_2;1105_C8_4,True
ENSG00000147421,HPA058586,HeLa,nucleoplasm;cytosol,0;16,HMBOX1,Supported,Nucleoplasm,Cytosol;Nuclear bodies,,,Cytosol;Nuclear bodies;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1060_C8_6,1060_C8_6;1060_C8_7,True
ENSG00000147421,HPA058586,HeLa,nucleoplasm;cytosol,0;16,HMBOX1,Supported,Nucleoplasm,Cytosol;Nuclear bodies,,,Cytosol;Nuclear bodies;Nucleoplasm,,,Nucleoplasm,,,cytosol;nucleoplasm,1060_C8_7,1060_C8_6;1060_C8_7,True
ENSG00000147459,HPA056837,U-2 OS,cytosol,16,DOCK5,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,982_C7_4,982_C7_4;982_C7_5,True
ENSG00000147459,HPA056837,U-2 OS,cytosol,16,DOCK5,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,982_C7_5,982_C7_4;982_C7_5,True
ENSG00000147459,HPA056837,A549,cytosol,16,DOCK5,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,985_C7_1,985_C7_1;985_C7_4,True
ENSG00000147459,HPA056837,A549,cytosol,16,DOCK5,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,985_C7_4,985_C7_1;985_C7_4,True
ENSG00000147459,HPA056837,HeLa,cytosol,16,DOCK5,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,1050_C6_6,1050_C6_6;1050_C6_8,True
ENSG00000147459,HPA056837,HeLa,cytosol,16,DOCK5,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,cytosol,1050_C6_8,1050_C6_6;1050_C6_8,True
ENSG00000147535,HPA055777,U-2 OS,vesicles,17,PLPP5,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,873_F2_2,873_F2_2;873_F2_5,True
ENSG00000147535,HPA055777,U-2 OS,vesicles,17,PLPP5,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,873_F2_5,873_F2_2;873_F2_5,True
ENSG00000147535,HPA055777,A-431,vesicles,17,PLPP5,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,918_A6_1,918_A6_1;918_A6_2,True
ENSG00000147535,HPA055777,A-431,vesicles,17,PLPP5,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,918_A6_2,918_A6_1;918_A6_2,True
ENSG00000147535,HPA055777,A549,vesicles,17,PLPP5,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,878_F2_1,878_F2_1;878_F2_2,True
ENSG00000147535,HPA055777,A549,vesicles,17,PLPP5,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,vesicles,878_F2_2,878_F2_1;878_F2_2,True
ENSG00000147613,HPA015095,U-251 MG,nucleoplasm;cytosol,0;16,PSKH2,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,,Cytosol;Nuclear bodies;Nucleoplasm,,Nucleoplasm,,,cytosol;nucleoplasm,121_C11_1,121_C11_1;121_C11_2,True
ENSG00000147613,HPA015095,U-251 MG,nucleoplasm;cytosol,0;16,PSKH2,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,,Cytosol;Nuclear bodies;Nucleoplasm,,Nucleoplasm,,,cytosol;nucleoplasm,121_C11_2,121_C11_1;121_C11_2,True
ENSG00000147613,HPA056839,U-2 OS,nucleoplasm,0,PSKH2,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,,Cytosol;Nuclear bodies;Nucleoplasm,,Nucleoplasm,,,cytosol;nucleoplasm,1886_C5_1,1886_C5_1;1886_C5_2,True
ENSG00000147613,HPA056839,U-2 OS,nucleoplasm,0,PSKH2,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,,Cytosol;Nuclear bodies;Nucleoplasm,,Nucleoplasm,,,cytosol;nucleoplasm,1886_C5_2,1886_C5_1;1886_C5_2,True
ENSG00000147684,HPA042768,A-431,mitochondria,14,NDUFB9,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,475_B2_1,475_B2_1;475_B2_2,True
ENSG00000147684,HPA042768,A-431,mitochondria,14,NDUFB9,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,475_B2_2,475_B2_1;475_B2_2,True
ENSG00000147853,HPA063324,SiHa,mitochondria,14,AK3,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,1487_G6_2,1487_G6_2;1487_G6_4,True
ENSG00000147853,HPA063324,SiHa,mitochondria,14,AK3,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,1487_G6_4,1487_G6_2;1487_G6_4,True
ENSG00000147874,HPA020965,U-251 MG,nuclear speckles;centriolar satellite;cytosol,4;12;16,HAUS6,Supported,Centriolar satellite;Cytosol,Nuclear speckles,,,Centriolar satellite,Cytosol;Nuclear speckles,,Cytosol,,,centrosome;cytosol;nuclear speckles,177_C10_1,177_C10_1;177_C10_2,True
ENSG00000147874,HPA020965,U-251 MG,nuclear speckles;centriolar satellite;cytosol,4;12;16,HAUS6,Supported,Centriolar satellite;Cytosol,Nuclear speckles,,,Centriolar satellite,Cytosol;Nuclear speckles,,Cytosol,,,centrosome;cytosol;nuclear speckles,177_C10_2,177_C10_1;177_C10_2,True
ENSG00000147889,HPA047838,HEK 293,nucleoli,2,CDKN2A,Supported,Nucleoli,,,,Nucleoli,,,Nucleoli,,,nucleoli,765_B3_3,765_B3_3;765_B3_4,True
ENSG00000147889,HPA047838,HEK 293,nucleoli,2,CDKN2A,Supported,Nucleoli,,,,Nucleoli,,,Nucleoli,,,nucleoli,765_B3_4,765_B3_3;765_B3_4,True
ENSG00000147889,HPA047838,PC-3,nucleoli,2,CDKN2A,Supported,Nucleoli,,,,Nucleoli,,,Nucleoli,,,nucleoli,979_F9_3,979_F9_3;979_F9_4,True
ENSG00000147889,HPA047838,PC-3,nucleoli,2,CDKN2A,Supported,Nucleoli,,,,Nucleoli,,,Nucleoli,,,nucleoli,979_F9_4,979_F9_3;979_F9_4,True
ENSG00000148219,HPA027035,U-2 OS,nucleoplasm;cytosol,0;16,ASTN2,Approved,Cytosol,Nucleoplasm,,,,Cytosol;Nucleoplasm,,Cytosol,,,cytosol;nucleoplasm,286_H8_1,286_H8_1;286_H8_2,True
ENSG00000148219,HPA027035,U-2 OS,nucleoplasm;cytosol,0;16,ASTN2,Approved,Cytosol,Nucleoplasm,,,,Cytosol;Nucleoplasm,,Cytosol,,,cytosol;nucleoplasm,286_H8_2,286_H8_1;286_H8_2,True
ENSG00000148219,HPA027035,A-431,nucleoplasm;cytosol,0;16,ASTN2,Approved,Cytosol,Nucleoplasm,,,,Cytosol;Nucleoplasm,,Cytosol,,,cytosol;nucleoplasm,285_H8_1,285_H8_1;285_H8_2,True
ENSG00000148219,HPA027035,A-431,nucleoplasm;cytosol,0;16,ASTN2,Approved,Cytosol,Nucleoplasm,,,,Cytosol;Nucleoplasm,,Cytosol,,,cytosol;nucleoplasm,285_H8_2,285_H8_1;285_H8_2,True
ENSG00000148229,HPA047945,PC-3,nucleoplasm;nucleoli,0;2,POLE3,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm,,,nucleoli;nucleoplasm,978_H11_2,978_H11_2;978_H11_3,True
ENSG00000148229,HPA047945,PC-3,nucleoplasm;nucleoli,0;2,POLE3,Approved,Nucleoli;Nucleoplasm,,,,,Nucleoli;Nucleoplasm,,Nucleoplasm,,,nucleoli;nucleoplasm,978_H11_3,978_H11_2;978_H11_3,True
ENSG00000148334,HPA020631,U-2 OS,mitochondria,14,PTGES2,Approved,Mitochondria,,,,,Mitochondria,,Mitochondria,,,mitochondria,300_B9_3,300_B9_3;300_B9_4,True
ENSG00000148334,HPA020631,U-2 OS,mitochondria,14,PTGES2,Approved,Mitochondria,,,,,Mitochondria,,Mitochondria,,,mitochondria,300_B9_4,300_B9_3;300_B9_4,True
ENSG00000148344,HPA045064,SiHa,endoplasmic reticulum,6,PTGES,Supported,Endoplasmic reticulum,,,,Endoplasmic reticulum,,,Endoplasmic reticulum,,,endoplasmic reticulum,1509_G3_1,1509_G3_1;1509_G3_4,True
ENSG00000148344,HPA045064,SiHa,endoplasmic reticulum,6,PTGES,Supported,Endoplasmic reticulum,,,,Endoplasmic reticulum,,,Endoplasmic reticulum,,,endoplasmic reticulum,1509_G3_4,1509_G3_1;1509_G3_4,True
ENSG00000148356,HPA021844,A-431,cytosol,16,LRSAM1,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,190_C5_1,190_C5_1;190_C5_2,True
ENSG00000148356,HPA021844,A-431,cytosol,16,LRSAM1,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,190_C5_2,190_C5_1;190_C5_2,True
ENSG00000148399,HPA022911,A-431,nuclear bodies,5,DPH7,Approved,Nuclear bodies,,,,,Nuclear bodies,,Nuclear bodies,,,nucleoplasm,216_D6_1,216_D6_1;216_D6_2,True
ENSG00000148399,HPA022911,A-431,nuclear bodies,5,DPH7,Approved,Nuclear bodies,,,,,Nuclear bodies,,Nuclear bodies,,,nucleoplasm,216_D6_2,216_D6_1;216_D6_2,True
ENSG00000148399,HPA022911,U-251 MG,nuclear bodies,5,DPH7,Approved,Nuclear bodies,,,,,Nuclear bodies,,Nuclear bodies,,,nucleoplasm,215_D6_1,215_D6_1;215_D6_2,True
ENSG00000148399,HPA022911,U-251 MG,nuclear bodies,5,DPH7,Approved,Nuclear bodies,,,,,Nuclear bodies,,Nuclear bodies,,,nucleoplasm,215_D6_2,215_D6_1;215_D6_2,True
ENSG00000148498,HPA030443,U-251 MG,cell junctions,13,PARD3,Supported,Cell Junctions;Plasma membrane,,,,Cell Junctions;Plasma membrane,,,Cell junctions,,,plasma membrane,329_E4_2,329_E4_2;329_E4_3,True
ENSG00000148498,HPA030443,U-251 MG,cell junctions,13,PARD3,Supported,Cell Junctions;Plasma membrane,,,,Cell Junctions;Plasma membrane,,,Cell junctions,,,plasma membrane,329_E4_3,329_E4_2;329_E4_3,True
ENSG00000148672,HPA061369,U-2 OS,mitochondria,14,GLUD1,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,1101_G9_4,1101_G9_4;1101_G9_5,True
ENSG00000148672,HPA061369,U-2 OS,mitochondria,14,GLUD1,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,1101_G9_5,1101_G9_4;1101_G9_5,True
ENSG00000148737,HPA038800,U-2 OS,nucleoplasm,0,TCF7L2,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,Nuclear bodies,Nucleoplasm,Cytosol,Nucleoplasm,,,cytosol;nucleoplasm,776_D12_1,776_D12_1;776_D12_2,True
ENSG00000148737,HPA038800,U-2 OS,nucleoplasm,0,TCF7L2,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,Nuclear bodies,Nucleoplasm,Cytosol,Nucleoplasm,,,cytosol;nucleoplasm,776_D12_2,776_D12_1;776_D12_2,True
ENSG00000148737,HPA038800,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,TCF7L2,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,Nuclear bodies,Nucleoplasm,Cytosol,Nucleoplasm;Nuclear bodies,,,cytosol;nucleoplasm,789_D12_1,789_D12_1;789_D12_2,True
ENSG00000148737,HPA038800,U-251 MG,nucleoplasm;nuclear bodies;cytosol,0;5;16,TCF7L2,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,Nuclear bodies,Nucleoplasm,Cytosol,Nucleoplasm;Nuclear bodies,,,cytosol;nucleoplasm,789_D12_2,789_D12_1;789_D12_2,True
ENSG00000148942,HPA060904,SiHa,nucleoplasm;plasma membrane,0;13,SLC5A12,Supported,Plasma membrane,Nucleoplasm,,,Plasma membrane,,Nucleoplasm,Nucleoplasm,,,nucleoplasm;plasma membrane,1487_H1_3,1487_H1_3;1487_H1_4,True
ENSG00000148942,HPA060904,SiHa,nucleoplasm;plasma membrane,0;13,SLC5A12,Supported,Plasma membrane,Nucleoplasm,,,Plasma membrane,,Nucleoplasm,Nucleoplasm,,,nucleoplasm;plasma membrane,1487_H1_4,1487_H1_3;1487_H1_4,True
ENSG00000149100,HPA031063,U-2 OS,cytosol,16,EIF3M,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,564_H8_1,564_H8_1;564_H8_2,True
ENSG00000149100,HPA031063,U-2 OS,cytosol,16,EIF3M,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,564_H8_2,564_H8_1;564_H8_2,True
ENSG00000149100,HPA031063,A-431,cytosol,16,EIF3M,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,572_H8_1,572_H8_1;572_H8_2,True
ENSG00000149100,HPA031063,A-431,cytosol,16,EIF3M,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,572_H8_2,572_H8_1;572_H8_2,True
ENSG00000149196,HPA012708,SiHa,nucleoplasm;nuclear speckles;nuclear bodies,0;4;5,HIKESHI,Approved,Nuclear speckles,Nuclear bodies;Nucleoplasm,,,,Nuclear bodies;Nuclear speckles;Nucleoplasm,,Nucleoplasm;Nuclear speckles,,,nuclear speckles;nucleoplasm,1858_H3_34,1858_H3_34;1858_H3_35,True
ENSG00000149196,HPA012708,SiHa,nucleoplasm;nuclear speckles;nuclear bodies,0;4;5,HIKESHI,Approved,Nuclear speckles,Nuclear bodies;Nucleoplasm,,,,Nuclear bodies;Nuclear speckles;Nucleoplasm,,Nucleoplasm;Nuclear speckles,,,nuclear speckles;nucleoplasm,1858_H3_35,1858_H3_34;1858_H3_35,True
ENSG00000149231,HPA070631,RH-30,nucleoplasm;nuclear bodies,0;5,CCDC82,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,,Cytosol;Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,cytosol;nucleoplasm,1838_F8_33,1838_F8_33;1838_F8_34,True
ENSG00000149231,HPA070631,RH-30,nucleoplasm;nuclear bodies,0;5,CCDC82,Approved,Nucleoplasm,Cytosol;Nuclear bodies,,,,Cytosol;Nuclear bodies;Nucleoplasm,,Nuclear bodies,,,cytosol;nucleoplasm,1838_F8_34,1838_F8_33;1838_F8_34,True
ENSG00000149311,HPA067142,EFO-21,nucleoplasm;vesicles,0;17,ATM,Enhanced,Nucleoplasm,Vesicles,,Nucleoplasm,Vesicles,,,Nucleoplasm,,,nucleoplasm;vesicles,1842_A5_61,1842_A5_61;1842_A5_64,True
ENSG00000149311,HPA067142,EFO-21,nucleoplasm;vesicles,0;17,ATM,Enhanced,Nucleoplasm,Vesicles,,Nucleoplasm,Vesicles,,,Nucleoplasm,,,nucleoplasm;vesicles,1842_A5_64,1842_A5_61;1842_A5_64,True
ENSG00000149489,HPA028910,U-251 MG,nucleoplasm;plasma membrane;cytosol,0;13;16,ROM1,Approved,Cytosol;Plasma membrane,,,,,Cytosol;Plasma membrane,,,Nucleoplasm;Cytosol,,cytosol;plasma membrane,273_D10_1,273_D10_1;273_D10_2,True
ENSG00000149489,HPA028910,U-251 MG,nucleoplasm;plasma membrane;cytosol,0;13;16,ROM1,Approved,Cytosol;Plasma membrane,,,,,Cytosol;Plasma membrane,,,Nucleoplasm;Cytosol,,cytosol;plasma membrane,273_D10_2,273_D10_1;273_D10_2,True
ENSG00000149548,HPA041738,A-431,plasma membrane;cytosol,13;16,CCDC15,Approved,Plasma membrane,Cytosol,,,,Cytosol;Plasma membrane,,Plasma membrane,,,cytosol;plasma membrane,473_H5_7,473_H5_7;473_H5_9,True
ENSG00000149548,HPA041738,A-431,plasma membrane;cytosol,13;16,CCDC15,Approved,Plasma membrane,Cytosol,,,,Cytosol;Plasma membrane,,Plasma membrane,,,cytosol;plasma membrane,473_H5_9,473_H5_7;473_H5_9,True
ENSG00000149591,HPA019467,U-251 MG,mitochondria;cytosol,14;16,TAGLN,Approved,Microtubules;Mitochondria,Cytosol,,,,Cytosol;Microtubules;Mitochondria,,Cytosol,,,cytoskeleton;cytosol;mitochondria,535_G3_3,535_G3_3;535_G3_4,True
ENSG00000149591,HPA019467,U-251 MG,mitochondria;cytosol,14;16,TAGLN,Approved,Microtubules;Mitochondria,Cytosol,,,,Cytosol;Microtubules;Mitochondria,,Cytosol,,,cytoskeleton;cytosol;mitochondria,535_G3_4,535_G3_3;535_G3_4,True
ENSG00000149761,HPA039334,A-431,nucleoplasm,0,NUDT22,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,nucleoplasm,488_H11_1,488_H11_1;488_H11_2,True
ENSG00000149761,HPA039334,A-431,nucleoplasm,0,NUDT22,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,nucleoplasm,488_H11_2,488_H11_1;488_H11_2,True
ENSG00000149806,HPA059015,PC-3,nucleoli;endoplasmic reticulum;cytosol,2;6;16,FAU,Enhanced,Cytosol;Endoplasmic reticulum,Nucleoli,,Cytosol;Endoplasmic reticulum;Nucleoli,,,,Cytosol,,,cytosol;endoplasmic reticulum;nucleoli,1020_H10_5,1020_H10_5;1020_H10_6,True
ENSG00000149806,HPA059015,PC-3,nucleoli;endoplasmic reticulum;cytosol,2;6;16,FAU,Enhanced,Cytosol;Endoplasmic reticulum,Nucleoli,,Cytosol;Endoplasmic reticulum;Nucleoli,,,,Cytosol,,,cytosol;endoplasmic reticulum;nucleoli,1020_H10_6,1020_H10_5;1020_H10_6,True
ENSG00000149925,HPA004177,U-2 OS,cytosol,16,ALDOA,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,32_H7_1,32_H7_1;32_H7_2,True
ENSG00000149925,HPA004177,U-2 OS,cytosol,16,ALDOA,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,32_H7_2,32_H7_1;32_H7_2,True
ENSG00000149925,HPA004177,A-431,cytosol,16,ALDOA,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,33_H7_1,33_H7_1;33_H7_2,True
ENSG00000149925,HPA004177,A-431,cytosol,16,ALDOA,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,cytosol,33_H7_2,33_H7_1;33_H7_2,True
ENSG00000149929,HPA063205,SH-SY5Y,nucleoplasm,0,HIRIP3,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,nucleoplasm,1202_A5_4,1202_A5_4;1202_A5_5,True
ENSG00000149929,HPA063205,SH-SY5Y,nucleoplasm,0,HIRIP3,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,nucleoplasm,1202_A5_5,1202_A5_4;1202_A5_5,True
ENSG00000149930,HPA010650,A-431,nucleoplasm;cytosol,0;16,TAOK2,Supported,Cytosol;Nucleoplasm,Nucleoli,,,Nucleoli;Nucleoplasm,Cytosol,,Cytosol,,,cytosol;nucleoli;nucleoplasm,45_G7_1,45_G7_1;45_G7_2,True
ENSG00000149930,HPA010650,A-431,nucleoplasm;cytosol,0;16,TAOK2,Supported,Cytosol;Nucleoplasm,Nucleoli,,,Nucleoli;Nucleoplasm,Cytosol,,Cytosol,,,cytosol;nucleoli;nucleoplasm,45_G7_2,45_G7_1;45_G7_2,True
ENSG00000149930,HPA010650,U-251 MG,nucleoplasm;nucleoli;cytosol,0;2;16,TAOK2,Supported,Cytosol;Nucleoplasm,Nucleoli,,,Nucleoli;Nucleoplasm,Cytosol,,Nucleoplasm;Cytosol,,,cytosol;nucleoli;nucleoplasm,46_G7_1,46_G7_1;46_G7_2,True
ENSG00000149930,HPA010650,U-251 MG,nucleoplasm;nucleoli;cytosol,0;2;16,TAOK2,Supported,Cytosol;Nucleoplasm,Nucleoli,,,Nucleoli;Nucleoplasm,Cytosol,,Nucleoplasm;Cytosol,,,cytosol;nucleoli;nucleoplasm,46_G7_2,46_G7_1;46_G7_2,True
ENSG00000150054,HPA037597,U-2 OS,nucleoplasm,0,MPP7,Supported,Cell Junctions,Nucleoplasm,,,Cell Junctions,,Nucleoplasm,Nucleoplasm,,,nucleoplasm;plasma membrane,1515_H6_1,1515_H6_1;1515_H6_2,True
ENSG00000150054,HPA037597,U-2 OS,nucleoplasm,0,MPP7,Supported,Cell Junctions,Nucleoplasm,,,Cell Junctions,,Nucleoplasm,Nucleoplasm,,,nucleoplasm;plasma membrane,1515_H6_2,1515_H6_1;1515_H6_2,True
ENSG00000150457,HPA049037,A-431,centriolar satellite,12,LATS2,Supported,Centriolar satellite;Cytosol,,,,Centriolar satellite,Cytosol,,Centriolar satellite,,,centrosome;cytosol,800_C2_1,800_C2_1;800_C2_2,True
ENSG00000150457,HPA049037,A-431,centriolar satellite,12,LATS2,Supported,Centriolar satellite;Cytosol,,,,Centriolar satellite,Cytosol,,Centriolar satellite,,,centrosome;cytosol,800_C2_2,800_C2_1;800_C2_2,True
ENSG00000150457,HPA049037,U-251 MG,cytosol,16,LATS2,Supported,Centriolar satellite;Cytosol,,,,Centriolar satellite,Cytosol,,Cytosol,,,centrosome;cytosol,793_C2_2,793_C2_2;793_C2_3,True
ENSG00000150457,HPA049037,U-251 MG,cytosol,16,LATS2,Supported,Centriolar satellite;Cytosol,,,,Centriolar satellite,Cytosol,,Cytosol,,,centrosome;cytosol,793_C2_3,793_C2_2;793_C2_3,True
ENSG00000150756,HPA074513,HeLa,nucleoli;vesicles,2;17,FAM173B,Approved,Nucleoplasm;Vesicles,,,,,Nucleoplasm;Vesicles,,,Vesicles,,nucleoplasm;vesicles,1550_E7_3,1550_E7_3;1550_E7_4,True
ENSG00000150756,HPA074513,HeLa,nucleoli;vesicles,2;17,FAM173B,Approved,Nucleoplasm;Vesicles,,,,,Nucleoplasm;Vesicles,,,Vesicles,,nucleoplasm;vesicles,1550_E7_4,1550_E7_3;1550_E7_4,True
ENSG00000150768,CAB003782,U-2 OS,mitochondria,14,DLAT,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,669_G12_2,669_G12_2;669_G12_4,True
ENSG00000150768,CAB003782,U-2 OS,mitochondria,14,DLAT,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,669_G12_4,669_G12_2;669_G12_4,True
ENSG00000150768,CAB003782,A-431,mitochondria,14,DLAT,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,671_G12_1,671_G12_1;671_G12_3,True
ENSG00000150768,CAB003782,A-431,mitochondria,14,DLAT,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,671_G12_3,671_G12_1;671_G12_3,True
ENSG00000150768,HPA040786,A-431,mitochondria,14,DLAT,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,813_D6_3,813_D6_3;813_D6_4,True
ENSG00000150768,HPA040786,A-431,mitochondria,14,DLAT,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,mitochondria,813_D6_4,813_D6_3;813_D6_4,True
